#,Choose a language!,Interlay 的使命是：,interBTC 是：,Kintsugi（kBTC）是：,INTR 和 KINT 是：,谁能在 Interlay 中运行金库？,interBTC 为用户提供哪些保证？,在哪里可以使用 interBTC？,Interlay's Mission is?,interBTC is?,Kintsugi is?,INTR and KINT are?,Who can run a Vault in Interlay?,What guarantees does interBTC offer to users?,Where will you be able to use interBTC?,You've finished the quiz and scored full marks!,完成测试，满分！,Start Date (UTC),Submit Date (UTC),Network ID,Tags
8vd6kbo73vaosrvq69wx8vd6k78y48zz,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16cZn7voa7o8vDCSZ8LZvpEU9AHU2ixL6ERNQ9kcBYwdj1w9,,2021-12-02 10:23:02,2021-12-02 10:28:26,01ec06a992,
s6d57bgj54sc0bc1jts6d57rb6pgxllk,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 10:25:52,2021-12-02 10:27:28,3c6388e3cb,
ne2auzqd7qnzzy3ne2akh5ewxbeocu41,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13aW1aQB6BDuRqvNoZfYWcVn1becfesapmKUAriDgqJuRaM4,,2021-12-02 10:23:48,2021-12-02 10:27:09,9fead22840,
3bj7dmb9bgpul7pd4l3kh03bj7dme4me,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 10:21:54,2021-12-02 10:25:25,3c6388e3cb,
e5v17hizkwpwl6nvge5v17hziyyj1b1i,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14UxmPqgtRnxqzDo6evu8bwHJemRi1aLxt7kUxfn8nMLqVBz,,2021-12-02 10:19:37,2021-12-02 10:21:38,2c156456e5,
f3ymfcx5z9pto6qi4f3ymfcx3b68ao2n,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1434XmLBFDcyigwdpuRpuVk3JMQjMhtBjmZHdbm9VWW8C8ad,,2021-12-02 10:16:59,2021-12-02 10:19:37,b1853a408c,
jet6abm5e4w6wmnnfjet6azk48beosh4,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14M5mSnP9HW49naYi3PwuCe1ZJFBboiBTSha99wX1bKheBQB,,2021-12-02 10:17:18,2021-12-02 10:19:05,6bc2060bab,
p2d4hdetfkdvctp2s4vw7xmxn8fyj6s4,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14N2KWqdw1VXi9pCn5Wz6QqEW1pCZZAKPfTMWabZrJBR1fXB,,2021-12-02 10:16:10,2021-12-02 10:18:05,29707119c7,
fn3mye74silsf6mbe9w9fn3mye7oz6st,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13ih278p8jM6Gut4ReQX79RaRKAew6LdgUwRJRvgJsctBTaf,,2021-12-02 10:15:27,2021-12-02 10:18:01,a63ff70769,
pnfgep77toay19aeuopnfgqskhn883eu,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15877aD5qfULb3rQopFCYWWTBmKHrkyR7oTWQjNXJpUZsmgY,,2021-12-02 10:13:26,2021-12-02 10:15:03,786ad15ee7,
ltxf7wli90axuj39ekltxf76zgb423r4,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",5EFkBbU83ke4hXB88vYoGDdYTyazyHe1tGVB74mCRVBiSian,,2021-12-02 10:07:33,2021-12-02 10:14:21,e021b3fa91,
227o0p0tnw0abbdt227o0pr1ihzqtln7,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1sQ3YTdzGHZJvWUMnYeWwpgBYhz1xAitVo5aqafniKZhvwx,,2021-12-02 10:08:36,2021-12-02 10:14:18,3820c40f81,
226ose8e5mjrglrptz226osbky8nhlrv,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14gRvJQTBJP96jdGiv3U6tMFyVdCQswcasrtebkHFbwcuo9R,,2021-12-02 10:09:09,2021-12-02 10:14:03,93c184d614,
v1dqqntbkuuuijmyvpjv1dqqnb5twvjy,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13bbApRJXFjQBAhYLgMMzEXsExZPbx9RT8U1LX9on5Lcsuor,,2021-12-02 10:10:10,2021-12-02 10:13:40,b9b984bd31,
327o00f2xs0255oci32w1xs7ako99wle,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12KHXGWVERRcqW41jtaNsHt5g88BpewJw3fdscjxZoS3ANF5,,2021-12-02 10:09:25,2021-12-02 10:13:02,ec46ecedbc,
a8si8km7jetp2a8snjm0uqcrno2zg9yr,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 10:09:33,2021-12-02 10:12:23,d34c83a5b6,
i4nvg5aa7h1rvus1kjs8ub7wci4nvg5a,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15cswzTMpuqniYotsXfyHQGYK5po3qwYcp79TzqHrcdKNQ5x,,2021-12-02 10:11:19,2021-12-02 10:12:01,a7fada5cef,
z9v2n3u4sc1paio6z9v2n3qrsn47ml00,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12sUe3MW2BBPAhWCjVXGCqUk5Koit3H4PKHDNmPHQngN6k9v,,2021-12-02 10:07:36,2021-12-02 10:11:37,1d7a44c6af,
fxmbjs3j314gtzbbknrudm8fxmbjs36h,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15ogeCooShimdm8v6GQy7eEjYR3ZBGpUz6EhZ5cMb3ik8URw,,2021-12-02 10:02:39,2021-12-02 10:08:20,713e2977b2,
ek9k2a0o0orb1r45jmek9k2a0u2lrbyx,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13pAnBvy4oxdMwstLBsAVhbpN3b2jAG39CpRt7sJNP1ELRwb,,2021-12-02 10:04:29,2021-12-02 10:08:18,752975b531,
gjyc2kf4fkj7um1p8hgjyc2ktghn58q4,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1WT9VREGRK9kWJRshoWyJVFAzcXGPiRbqfE4qiXb4xnLfSt,,2021-12-02 09:57:55,2021-12-02 10:05:59,c5249bb1ff,
t8c71yrwrqlpd8ycij2t8c59zh7zaykx,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2021-12-02 10:00:25,2021-12-02 10:01:45,39cb032210,
5t5xpassp0caodpyeb265t5xpass0znp,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",138SsmdoESvDyMjH4yJ7RPHUAUszapFkxT6GPs1yvwDafmSG,,2021-12-02 09:59:21,2021-12-02 10:01:39,0ba1685922,
6tlcq2mu8biofwq6tlqt48q5zs5pjlls,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",11HFbQxUfBezw5vn7TdupbYLLpyU5HyimZfjVbc5y3ni8Pk,,2021-12-02 10:00:34,2021-12-02 10:01:38,d5db45c883,
1rt8rlyc4kuj3147r1rt8ruzovep9ih2,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14NCWqWDBwP6Ltqd2jzbNFL5uioru4fFuRkTGk7jTwwMCCAg,,2021-12-02 09:59:25,2021-12-02 10:01:06,cb85c52c38,
yxcawn5kn78zz1kp0g8yxcawnul6u4py,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16JXJbwUbh1dYMLbdFJU5p7nCLrBPMKdmk4YQBRHiz2Nhu8A,,2021-12-02 09:39:04,2021-12-02 09:42:47,91d2a8d62e,
ur0e9t8oqos6nsfg9mkt6ur0e9gfwj6e,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12pXfHpv1jLtcv58GDiHnwaeFm2o6KH4k4f9p6XEfvjb8sdP,,2021-12-02 09:30:49,2021-12-02 09:32:49,d5db45c883,
2xzi660034w5jhs4e2xzi664g06fazsl,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",157eLxao46PUiQe9Z6q6MaFtJ4tNoQkhJSZ1ubmvqzpAWiSX,,2021-12-02 09:30:59,2021-12-02 09:32:18,662e4092dd,
du966xr19f8iosduf6uzceo0w506p89x,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15YP1EogDZ16mok9zmYxnFVU1exHRxjvtDkszakCzsXtYGVn,,2021-12-02 08:30:17,2021-12-02 08:37:05,e0430697ae,
jbvcbl557afd30lxzmjbvcxom8dby6v7,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,145XVFvsAJ4Xwy1jCmXE7rEei3H3mtAdn6z9KhkbDu7UbJUB,2021-12-02 08:22:03,2021-12-02 08:23:23,b84a0d3e64,
agjmyuzyti49pbnprqpagjmyuz7xg74n,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14rf7bwDUfnNHLUV3n5NDMX1tsVdqQx2BBt3zAtMBSE8NJp8,,2021-12-02 08:08:27,2021-12-02 08:11:08,d26284579d,
zl2pn49fwba4fzl06fwf1libwxggt4l0,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",EQQHomSv8G3DqchmdoNe6MdZjCmuEaKEe2n6eGB5KSdgD4H,,2021-12-02 07:49:31,2021-12-02 07:51:22,eac52ff55b,
x4uo7i52him5hnxgrx4uolfyj4z1gewx,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14cu7Ai28kYLrQ8XAGWEBQucda4AYVNnRZZ7NgSHVNd9P3Xg,,2021-12-02 07:45:30,2021-12-02 07:46:57,011ed02acc,
2pd6dqgwbnnsl1detp1i2pd6dqx7xfxs,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15D4Gb1FBiZ741nWSE9r3u9oDx7VQGG1RBTRAsxUsZhGsger,,2021-12-02 07:23:33,2021-12-02 07:24:09,4e6df57e72,
